#string_protein_id	preferred_name	protein_size	annotation
10090.ENSMUSP00000145741	Olfr403	313	Olfactory receptor Olfr403.
10090.ENSMUSP00000145743	Bcl7c	241	B-cell CLL/lymphoma 7 protein family member C; May play an anti-apoptotic role. Belongs to the BCL7 family.
10090.ENSMUSP00000145754	Sh2b1	756	SH2B adapter protein 1; Adapter protein for several members of the tyrosine kinase receptor family. Involved in multiple signaling pathways mediated by Janus kinase (JAK) and receptor tyrosine kinases, including the receptors of insulin (INS), insulin-like growth factor I (IGF1), nerve growth factor (NGF), brain-derived neurotrophic factor (BDNF), glial cell line-derived neurotrophic factor (GDNF), platelet-derived growth factor (PDGF) and fibroblast growth factors (FGFs). In growth hormone (GH) signaling, autophosphorylated ('Tyr-813') JAK2 recruits SH2B1, which in turn is phosphoryla [...] 
10090.ENSMUSP00000145765	Gm45213	101	Predicted gene 45213.
10090.ENSMUSP00000145803	Cd19	547	B-lymphocyte antigen CD19; Functions as coreceptor for the B-cell antigen receptor complex (BCR) on B-lymphocytes. Decreases the threshold for activation of downstream signaling pathways and for triggering B-cell responses to antigens (By similarity). Activates signaling pathways that lead to the activation of phosphatidylinositol 3-kinase and the mobilization of intracellular Ca(2+) stores. Is not required for early steps during B cell differentiation in the blood marrow. Required for normal differentiation of B-1 cells. Required for normal B cell differentiation and proliferation in  [...] 
10090.ENSMUSP00000145822	Olfr43	313	Olfactory receptor Olfr43.
10090.ENSMUSP00000145828	Olfr725	321	Olfactory receptor.
10090.ENSMUSP00000145844	Zfp108	642	Zinc finger protein 108.
10090.ENSMUSP00000145848	Olfr741	311	Olfactory receptor.
10090.ENSMUSP00000145858	Emsy	1264	BRCA2-interacting transcriptional repressor EMSY; Regulator which is able to repress transcription, possibly via its interaction with a multiprotein chromatin remodeling complex that modifies the chromatin. Its interaction with BRCA2 suggests that it may play a central role in the DNA repair function of BRCA2 (By similarity). As part of a H3-specific methyltransferase complex may mediate ligand-dependent transcriptional activation by nuclear hormone receptors (By similarity).
10090.ENSMUSP00000145859	Lrrc32	663	Transforming growth factor beta activator LRRC32; Key regulator of transforming growth factor beta (TGFB1, TGFB2 and TGFB3) that controls TGF-beta activation by maintaining it in a latent state during storage in extracellular space. Associates specifically via disulfide bonds with the Latency-associated peptide (LAP), which is the regulatory chain of TGF-beta, and regulates integrin-dependent activation of TGF-beta. Able to outcompete LTBP1 for binding to LAP regulatory chain of TGF-beta (By similarity). Controls activation of TGF-beta-1 (TGFB1) on the surface of activated regulatory T [...] 
10090.ENSMUSP00000145863	Olfr723	309	Olfactory receptor.
10090.ENSMUSP00000145876	Zg16	167	Zymogen granule membrane protein 16; May play a role in protein trafficking. May act as a linker molecule between the submembranous matrix on the luminal side of zymogen granule membrane (ZGM) and aggregated secretory proteins during granule formation in the TGN (By similarity); Belongs to the jacalin lectin family.
10090.ENSMUSP00000145877	Olfr181	317	Olfactory receptor 181; Potential odorant receptor; Belongs to the G-protein coupled receptor 1 family.
10090.ENSMUSP00000145946	Olfr173	321	Olfactory receptor.
10090.ENSMUSP00000145948	Exosc5	235	Exosome complex component RRP46; Non-catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and promoter-upstream transcripts (PROMPTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cyto [...] 
10090.ENSMUSP00000145975	Irgc1	463	Interferon-inducible GTPase 5.
10090.ENSMUSP00000145982	AI854703	203	Expressed sequence AI854703.
10090.ENSMUSP00000146006	Zfp607a	686	Zinc finger protein 607A.
10090.ENSMUSP00000146028	Plin1	517	Perilipin-1; Modulator of adipocyte lipid metabolism. Coats lipid storage droplets to protect them from breakdown by hormone-sensitive lipase (HSL). Its absence may result in leanness (By similarity). Plays a role in unilocular lipid droplet formation by activating CIDEC. Their interaction promotes lipid droplet enlargement and directional net neutral lipid transfer. May modulate lipolysis and triglyceride levels.
10090.ENSMUSP00000146030	Txnrd2	527	Thioredoxin reductase 2, mitochondrial; Maintains thioredoxin in a reduced state. Implicated in the defenses against oxidative stress. May play a role in redox-regulated cell signaling.
10090.ENSMUSP00000146040	Gm36028	299	Predicted gene, 36028.
10090.ENSMUSP00000146043	Zfp109	644	Zinc finger protein ZFP109.
10090.ENSMUSP00000146052	Dedd2	330	DNA-binding death effector domain-containing protein 2; May play a critical role in death receptor-induced apoptosis and may target CASP8 and CASP10 to the nucleus. May regulate degradation of intermediate filaments during apoptosis. May play a role in the general transcription machinery in the nucleus and might be an important regulator of the activity of GTF3C3.
10090.ENSMUSP00000146054	E130218I03Rik	63	RIKEN cDNA E130218I03 gene.
10090.ENSMUSP00000146090	Hapln3	359	Hyaluronan and proteoglycan link protein 3; May function in hyaluronic acid binding. Belongs to the HAPLN family.
10090.ENSMUSP00000146091	Olfr11	313	Olfactory receptor 11; Odorant receptor; Belongs to the G-protein coupled receptor 1 family.
10090.ENSMUSP00000146093	Gucy2d	1117	Guanylate cyclase D; Functions as an olfactory receptor activated by urine odorants, uroguanylin and guanylin and as well by the volatile semiochemicals carbon disulfide (CS2) and carbon dioxide (CO2). Has guanylate cyclase activity upon binding of the ligand (By similarity). Activation of GUCY2D neurons leads to the cGMP-dependent activation of the CNGA3 channels, membrane depolarization and an increase in action potential frequency. Signaling pathways activated by GUCY2D may trigger social behaviors such as acquisition of food preference.
10090.ENSMUSP00000146100	Olfr165	313	Olfactory receptor.
10090.ENSMUSP00000146101	4930590J08Rik	933	Uncharacterized protein C3orf20 homolog.
10090.ENSMUSP00000146105	Xrcc1	631	DNA repair protein XRCC1; Involved in DNA single-strand break repair by mediating the assembly of DNA break repair protein complexes (By similarity). Probably during DNA repair, negatively regulates ADP-ribose levels by modulating ADP-ribosyltransferase PARP1 activity.
10090.ENSMUSP00000146152	Olfr1507	313	Olfactory receptor.
10090.ENSMUSP00000146183	Olfr465-ps1	315	Olfactory receptor.
10090.ENSMUSP00000146187	Phldb3	648	Pleckstrin homology-like domain, family B, member 3.
10090.ENSMUSP00000146215	Aqp11	271	Aquaporin-11; Channel protein that facilitates the transport of water, glycerol and hydrogen peroxide across membrane of cell or organelles guaranteeing intracellular homeostasis in several organes like liver, kidney and brain. In situation of stress, participates in endoplasmic reticulum (ER) homeostasis by regulating redox homeostasis through the transport of hydrogen peroxide across the endoplasmic reticulum membrane thereby regulating the oxidative stress through the NADPH oxidase 2 pathway. Plays a role by maintaining an environment suitable for translation or protein foldings in  [...] 
10090.ENSMUSP00000146224	Zfp780b	806	Zinc finger protein 780B.
10090.ENSMUSP00000146241	Zfp114	585	Zinc finger protein 114.
10090.ENSMUSP00000146242	6430628N08Rik	177	Transmembrane protein 275.
10090.ENSMUSP00000146243	Zfp950	609	Zinc finger protein 950.
10090.ENSMUSP00000146244	Cbl	913	E3 ubiquitin-protein ligase CBL; Adapter protein that functions as a negative regulator of many signaling pathways that are triggered by activation of cell surface receptors. Acts as an E3 ubiquitin-protein ligase, which accepts ubiquitin from specific E2 ubiquitin-conjugating enzymes, and then transfers it to substrates promoting their degradation by the proteasome. Recognizes activated receptor tyrosine kinases, including KIT, FLT1, FGFR1, FGFR2, PDGFRA, PDGFRB, EGFR, CSF1R, EPHA8 and KDR and terminates signaling. Recognizes membrane-bound HCK, SRC and other kinases of the SRC family [...] 
10090.ENSMUSP00000146245	Ppp4c	307	Serine/threonine-protein phosphatase 4 catalytic subunit; Protein phosphatase that is involved in many processes such as microtubule organization at centrosomes, maturation of spliceosomal snRNPs, apoptosis, DNA repair, tumor necrosis factor (TNF)-alpha signaling, activation of c-Jun N-terminal kinase MAPK8, regulation of histone acetylation, DNA damage checkpoint signaling, NF-kappa-B activation and cell migration. The PPP4C-PPP4R1 PP4 complex may play a role in dephosphorylation and regulation of HDAC3. The PPP4C-PPP4R2- PPP4R3A PP4 complex specifically dephosphorylates H2AX phosphor [...] 
10090.ENSMUSP00000146263	Hnrnpul1	859	Heterogeneous nuclear ribonucleoprotein U-like protein 1; Acts as a basic transcriptional regulator. Represses basic transcription driven by several virus and cellular promoters. When associated with BRD7, activates transcription of glucocorticoid- responsive promoter in the absence of ligand-stimulation. Plays also a role in mRNA processing and transport. Binds avidly to poly(G) and poly(C) RNA homopolymers in vitro (By similarity).
10090.ENSMUSP00000146286	Zfp626	676	Zinc finger protein 626.
10090.ENSMUSP00000146310	Rnf40	1001	E3 ubiquitin-protein ligase BRE1B; Component of the RNF20/40 E3 ubiquitin-protein ligase complex that mediates monoubiquitination of 'Lys-120' of histone H2B (H2BK120ub1). H2BK120ub1 gives a specific tag for epigenetic transcriptional activation and is also prerequisite for histone H3 'Lys-4' and 'Lys-79' methylation (H3K4me and H3K79me, respectively). It thereby plays a central role in histone code and gene regulation. The RNF20/40 complex forms a H2B ubiquitin ligase complex in cooperation with the E2 enzyme UBE2A or UBE2B; reports about the cooperation with UBE2E1/UBCH are contradic [...] 
10090.ENSMUSP00000146333	Olfr1437	312	Olfactory receptor.
10090.ENSMUSP00000146341	Gm6882	313	Predicted gene 6882; Belongs to the protein kinase superfamily.
10090.ENSMUSP00000146343	Olfr1298	312	Olfactory receptor.
10090.ENSMUSP00000146358	Olfr1461	312	Olfactory receptor.
10090.ENSMUSP00000146362	Sesn3	492	Sestrin-3; May function as an intracellular leucine sensor that negatively regulates the TORC1 signaling pathway. May also regulate the insulin-receptor signaling pathway through activation of TORC2. This metabolic regulator may also play a role in protection against oxidative and genotoxic stresses (By similarity); Belongs to the sestrin family.
10090.ENSMUSP00000146366	Fcor	106	Foxo1-corepressor; Regulator of adipocytes that acts by repressing FOXO1 transcriptional activity. Acts by promoting acetylation of FOXO1, both by preventing the interaction between FOXO1 and SIRT1 deacetylase, and by mediating acetyltransferase activity in vitro. Regulates insulin sensitivity and energy metabolism.
10090.ENSMUSP00000146381	A26c2	291	ANKRD26-like family C, member 2.
10090.ENSMUSP00000146390	Gm1113	776	V-set and immunoglobulin domain-containing protein 10-like 2.
10090.ENSMUSP00000146393	Olfr193	309	Olfactory receptor.
10090.ENSMUSP00000146417	Olfr492	314	Olfactory receptor 492; Potential odorant receptor; Belongs to the G-protein coupled receptor 1 family.
10090.ENSMUSP00000146418	Olfr1314	312	Olfactory receptor.
10090.ENSMUSP00000146420	Gm35339	1664	Predicted gene, 35339.
10090.ENSMUSP00000146426	Olfr1309	320	Olfactory receptor.
10090.ENSMUSP00000146438	Olfr1294	312	Olfactory receptor.
10090.ENSMUSP00000146473	Fam181b	384	Protein FAM181B.
10090.ENSMUSP00000146474	Nap1l4	386	Nucleosome assembly protein 1-like 4; Acts as histone chaperone in nucleosome assembly. In condensing spermatids, mediates the loading of the heterodimer composed of histones H2AB1 and H2BC1/TH2B onto the nucleosomes, thereby promoting the replacement of histones to protamine in male germ cells.
10090.ENSMUSP00000146501	Picalm	660	Phosphatidylinositol-binding clathrin assembly protein; Cytoplasmic adapter protein that plays a critical role in clathrin-mediated endocytosis which is important in processes such as internalization of cell receptors, synaptic transmission or removal of apoptotic cells. Recruits AP-2 and attaches clathrin triskelions to the cytoplasmic side of plasma membrane leading to clathrin-coated vesicles (CCVs) assembly. Furthermore, regulates clathrin-coated vesicle size and maturation by directly sensing and driving membrane curvature. In addition to binding to clathrin, mediates the endocyto [...] 
10090.ENSMUSP00000146518	Zfand6	223	AN1-type zinc finger protein 6; Involved in regulation of TNF-alpha induced NF-kappa-B activation and apoptosis. Involved in modulation of 'Lys-48'-linked polyubiquitination status of TRAF2 and decreases association of TRAF2 with RIPK1 (By similarity). Required for PTS1 target sequence-dependent protein import into peroxisomes and PEX5 stability; may cooperate with PEX6. In vitro involved in PEX5 export from the cytosol to peroxisomes.
10090.ENSMUSP00000146529	Olfr1432	346	Olfactory receptor.
10090.ENSMUSP00000146530	Olfr1301	312	Olfactory receptor.
10090.ENSMUSP00000146531	Olfr1438-ps1	319	Olfactory receptor.
10090.ENSMUSP00000146536	Gm9195	2805	Predicted gene 9195.
10090.ENSMUSP00000146544	Mical3	1993	[F-actin]-monooxygenase MICAL3; Monooxygenase that promotes depolymerization of F-actin by mediating oxidation of specific methionine residues on actin to form methionine-sulfoxide, resulting in actin filament disassembly and preventing repolymerization. In the absence of actin, it also functions as a NADPH oxidase producing H(2)O(2). Seems to act as Rab effector protein and play a role in vesicle trafficking. Involved in exocytic vesicles tethering and fusion: the monooxygenase activity is required for this process and implicates RAB8A associated with exocytotic vesicles. Required for [...] 
10090.ENSMUSP00000146545	Adam9	863	Disintegrin and metalloproteinase domain-containing protein 9; Cleaves and releases a number of molecules with important roles in tumorigenesis and angiogenesis, such as TEK, KDR, EPHB4, CD40, VCAM1 and CDH5. May mediate cell-cell, cell-matrix interactions and regulate the motility of cells via interactions with integrins.
10090.ENSMUSP00000146547	Olfr1493-ps1	316	Olfactory receptor.
10090.ENSMUSP00000146552	Olfr1424	313	Olfactory receptor.
10090.ENSMUSP00000146563	Olfr1494	315	Olfactory receptor.
10090.ENSMUSP00000146566	Olfr1463	310	Olfactory receptor.
10090.ENSMUSP00000146567	Smim27	49	Small integral membrane protein 27.
10090.ENSMUSP00000146576	Rinl	563	Ras and Rab interactor-like protein; Guanine nucleotide exchange factor (GEF) for RAB5A and RAB22A that activates RAB5A and RAB22A by exchanging bound GDP for free GTP. Plays a role in endocytosis via its role in activating Rab family members.
10090.ENSMUSP00000146582	Iqank1	572	Putative IQ motif and ankyrin repeat domain-containing protein LOC642574 homolog.
10090.ENSMUSP00000146585	Map6	906	Microtubule-associated protein 6; Involved in microtubule stabilization in many cell types, including neuronal cells. Specifically has microtubule cold stabilizing activity. Involved in dendrite morphogenesis and maintenance by regulating lysosomal trafficking via its interaction with TMEM106B (By similarity). Regulates KIF5A-mediated axonal cargo transport (By similarity). Regulates axonal growth during neuron polarization. ECO:0000250|UniProtKB:Q96JE9.
10090.ENSMUSP00000146602	Arhgap33	1305	Rho GTPase-activating protein 33; May be involved in several stages of intracellular trafficking (By similarity). Could play an important role in the regulation of glucose transport by insulin. May act as a downstream effector of RHOQ/TC10 in the regulation of insulin-stimulated glucose transport; Belongs to the PX domain-containing GAP family.
10090.ENSMUSP00000146610	Olfr1504	315	Olfactory receptor.
10090.ENSMUSP00000146622	Gm5890	305	Predicted gene 5890; Belongs to the protein kinase superfamily.
10090.ENSMUSP00000146629	Gm5737	423	Predicted gene 5737.
10090.ENSMUSP00000146645	Olfr1465	307	Olfactory receptor.
10090.ENSMUSP00000146648	Lyrm1	122	LYR motif-containing protein 1; May promote cell proliferation and inhibition of apoptosis of preadipocytes.
10090.ENSMUSP00000146649	Fam81b	432	Family with sequence similarity 81, member B.
10090.ENSMUSP00000146656	Zfp654	1112	Zinc finger protein 654; May be involved in transcriptional regulation; Belongs to the krueppel C2H2-type zinc-finger protein family.
10090.ENSMUSP00000146674	Trappc5	188	Trafficking protein particle complex subunit 5; May play a role in vesicular transport from endoplasmic reticulum to Golgi; Belongs to the TRAPP small subunits family. BET3 subfamily.
10090.ENSMUSP00000146677	Myo16	1919	Unconventional myosin-XVI; Myosins are actin-based motor molecules with ATPase activity. Unconventional myosins serve in intracellular movements. Their highly divergent tails are presumed to bind to membranous compartments, which would be moved relative to actin filaments. May be involved in targeting of the catalytic subunit of protein phosphatase 1 during brain development (By similarity). Activates PI3K and concomitantly recruits the WAVE1 complex to the close vicinity of PI3K and regulates neuronal morphogenesis; In the C-terminal section; belongs to the NYAP family.
10090.ENSMUSP00000146680	Pnpla6	1345	Neuropathy target esterase; Phospholipase B that deacylates intracellular phosphatidylcholine (PtdCho), generating glycerophosphocholine (GroPtdCho). This deacylation occurs at both sn-2 and sn-1 positions of PtdCho. Its specific chemical modification by certain organophosphorus (OP) compounds leads to distal axonopathy. Belongs to the NTE family.
10090.ENSMUSP00000146685	Dmbt1	1957	Deleted in malignant brain tumors 1 protein; May play roles in mucosal defense system and cellular immune defense. May play a role in liver regeneration. May be an important factor in fate decision and differentiation of transit-amplifying ductular (oval) cells within the hepatic lineage. May function as a binding protein in saliva for the regulation of taste sensation. May play a role as an opsonin receptor for SFTPD and SPAR in macrophage tissues throughout the body, including epithelial cells lining the gastrointestinal tract (By similarity). Required for terminal differentiation of [...] 
10090.ENSMUSP00000146688	Olfr1308	320	Olfactory receptor.
10090.ENSMUSP00000146692	Olfr1315-ps1	314	Olfactory receptor.
10090.ENSMUSP00000146693	Frmpd2	1392	FERM and PDZ domain-containing 2.
10090.ENSMUSP00000146694	Tnfsf13b	309	Tumor necrosis factor ligand superfamily member 13b, membrane form; Cytokine that binds to TNFRSF13B/TACI and TNFRSF17/BCMA. TNFSF13/APRIL binds to the same 2 receptors. Together, they form a 2 ligands -2 receptors pathway involved in the stimulation of B- and T- cell function and the regulation of humoral immunity. A third B-cell specific BAFF-receptor (BAFFR/BR3) promotes the survival of mature B- cells and the B-cell response.
10090.ENSMUSP00000146700	Fam169b	337	Protein FAM169B; Belongs to the FAM169 family.
10090.ENSMUSP00000146705	Gm9999	53	Predicted gene 9999.
10090.ENSMUSP00000146712	Rnf227	190	RING finger protein 227.
10090.ENSMUSP00000146720	Ankrd31	1765	Ankyrin repeat domain-containing protein 31; Required for DNA double-strand breaks (DSBs) formation during meiotic recombination. Regulates the spatial and temporal patterns of pre-DSB recombinosome assembly and recombination activity by acting as a scaffold that anchors REC114 and other factors to specific genomic locations, thereby regulating DSB formation. Plays a key role in recombination in the pseudoautosomal regions of sex chromosomes.
10090.ENSMUSP00000146742	Gm29797	188	Uncharacterized protein C20orf204 homolog.
10090.ENSMUSP00000146749	Gdf1	357	Growth differentiation factor 1.
10090.ENSMUSP00000146777	Gprc5b	411	G-protein coupled receptor family C group 5 member B; Unknown. This retinoic acid-inducible G-protein coupled receptor provide evidence for a possible interaction between retinoid and G-protein signaling pathways (By similarity).
10090.ENSMUSP00000146782	Olfr1480	315	Olfactory receptor.
10090.ENSMUSP00000146787	Homer2	354	Homer protein homolog 2; Postsynaptic density scaffolding protein. Binds and cross- links cytoplasmic regions of GRM1, GRM5, ITPR1, DNM3, RYR1, RYR2, SHANK1 and SHANK3. By physically linking GRM1 and GRM5 with ER- associated ITPR1 receptors, it aids the coupling of surface receptors to intracellular calcium release. May also couple GRM1 to PI3 kinase through its interaction with AGAP2 (By similarity). Isoforms can be differently regulated and may play an important role in maintaining the plasticity at glutamatergic synapses (By similarity) Required for normal hearing. Negatively regula [...] 
10090.ENSMUSP00000146795	Psg22	475	Pregnancy-specific glycoprotein 22; May have an angiogenic function during early placental development. Binds to cell-surface heparan sulfate proteoglycans (HSPGs), and stimulates secretion of the proangiogenic factors VEGFA and TGFB from uterine dendritic cells and natural killer cells. Also induces endothelial tube formation in vitro.
10090.ENSMUSP00000146803	Olfr1442	312	Olfactory receptor 1442.
10090.ENSMUSP00000146813	Olfr198	306	Olfactory receptor.
10090.ENSMUSP00000146824	Zfp14	501	Zinc finger protein 14; May be involved in transcriptional regulation; Belongs to the krueppel C2H2-type zinc-finger protein family.
10090.ENSMUSP00000146837	Gm45015	184	Predicted gene 45015.
10090.ENSMUSP00000146838	Dcst2	701	DC-STAMP domain-containing 2.
10090.ENSMUSP00000146858	Htatip2	275	Oxidoreductase HTATIP2; Oxidoreductase required for tumor suppression. NAPDH-bound form inhibits nuclear import by competing with nuclear import substrates for binding to a subset of nuclear transport receptors. May act as a redox sensor linked to transcription through regulation of nuclear import.
10090.ENSMUSP00000146874	Olfr1451	310	Olfactory receptor.
10090.ENSMUSP00000146876	Zfp317	607	Zinc finger protein 317.
10090.ENSMUSP00000146896	Camsap3	1279	Calmodulin-regulated spectrin-associated protein 3; Key microtubule-organizing protein that specifically binds the minus-end of non-centrosomal microtubules and regulates their dynamics and organization. Specifically recognizes growing microtubule minus- ends and autonomously decorates and stabilizes microtubule lattice formed by microtubule minus-end polymerization. Acts on free microtubule minus-ends that are not capped by microtubule- nucleating proteins or other factors and protects microtubule minus- ends from depolymerization. In addition, it also reduces the velocity of microtub [...] 
10090.ENSMUSP00000146900	4933424G06Rik	267	RIKEN cDNA 4933424G06 gene.
10090.ENSMUSP00000146906	Olfr206	306	Olfactory receptor.
10090.ENSMUSP00000146912	Gm15262	728	Predicted gene 15262.
10090.ENSMUSP00000146921	Zfp524	321	Zinc finger protein 524; May be involved in transcriptional regulation; Belongs to the krueppel C2H2-type zinc-finger protein family.
10090.ENSMUSP00000146925	Olfr1434	312	Olfactory receptor.
10090.ENSMUSP00000146929	Fam24a	98	Protein FAM24A.
10090.ENSMUSP00000146932	Gm4881	352	ETS repressor factor-like.
10090.ENSMUSP00000146943	Gm4756	335	Predicted gene 4756; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
10090.ENSMUSP00000146946	Ccdc194	234	Coiled-coil domain-containing protein 194.
10090.ENSMUSP00000146953	Zfp358	571	Zinc finger protein 358.
10090.ENSMUSP00000146964	Gm18336	765	Predicted gene, 18336.
10090.ENSMUSP00000146972	Ckm	381	Creatine kinase M-type; Reversibly catalyzes the transfer of phosphate between ATP and various phosphogens (e.g. creatine phosphate). Creatine kinase isoenzymes play a central role in energy transduction in tissues with large, fluctuating energy demands, such as skeletal muscle, heart, brain and spermatozoa; Belongs to the ATP:guanido phosphotransferase family.
10090.ENSMUSP00000146976	Gm35060	231	Predicted gene, 35060.
10090.ENSMUSP00000146983	Frmpd3	1774	FERM and PDZ domain-containing 3.
10090.ENSMUSP00000146999	Cfap99	648	Cilia and flagella-associated protein 99.
10090.ENSMUSP00000147013	U2af2	475	Splicing factor U2AF 65 kDa subunit; Plays a role in pre-mRNA splicing and 3'-end processing. By recruiting PRPF19 and the PRP19C/Prp19 complex/NTC/Nineteen complex to the RNA polymerase II C-terminal domain (CTD), and thereby pre-mRNA, may couple transcription to splicing. Required for the export of mRNA out of the nucleus, even if the mRNA is encoded by an intron-less gene. Positively regulates pre-mRNA 3'-end processing by recruiting the CFIm complex to cleavage and polyadenylation signals.
10090.ENSMUSP00000147019	Dnajb13	316	DnaJ homolog subfamily B member 13; Plays a role in the formation of the central complex of ciliary and flagellar axonemes.
10090.ENSMUSP00000147026	Olfr2	327	Olfactory receptor.
10090.ENSMUSP00000147031	Gm6176	301	Predicted gene 6176; Belongs to the protein kinase superfamily.
10090.ENSMUSP00000147035	Olfr187	308	Olfactory receptor 187; Potential odorant receptor; Belongs to the G-protein coupled receptor 1 family.
10090.ENSMUSP00000147037	Samd4b	687	Protein Smaug homolog 2; Has transcriptional repressor activity. Overexpression inhibits the transcriptional activities of AP-1, p53/TP53 and CDKN1A (By similarity); Belongs to the SMAUG family.
10090.ENSMUSP00000147049	Gm4131	318	Predicted gene 4131.
10090.ENSMUSP00000147053	Aldoa-2	138	Fructose-bisphosphate aldolase A.
10090.ENSMUSP00000147061	Gm45208	292	PRA1 family protein.
10090.ENSMUSP00000147065	Gm4513	301	Predicted gene 4513; Belongs to the protein kinase superfamily.
10090.ENSMUSP00000147068	Olfr209	305	Olfactory receptor.
10090.ENSMUSP00000147092	Nkpd1	825	NTPase KAP family P-loop domain-containing protein 1.
10090.ENSMUSP00000147093	Kcnb1	857	Potassium voltage-gated channel subfamily B member 1; Voltage-gated potassium channel that mediates transmembrane potassium transport in excitable membranes, primarily in the brain, but also in the pancreas and cardiovascular system. Contributes to the regulation of the action potential (AP) repolarization, duration and frequency of repetitive AP firing in neurons, muscle cells and endocrine cells and plays a role in homeostatic attenuation of electrical excitability throughout the brain. Plays also a role in the regulation of exocytosis independently of its electrical function (By sim [...] 
10090.ENSMUSP00000147104	Muc16	8478	Mucin 16.
10090.ENSMUSP00000147119	Olfr1289	298	Olfactory receptor.
10090.ENSMUSP00000147120	Gm4565	301	Predicted gene 4565.
10090.ENSMUSP00000147135	Rapgef6	1606	Rap guanine nucleotide exchange factor (GEF) 6.
10090.ENSMUSP00000147154	Zfp78	512	Zinc finger protein 78.
10090.ENSMUSP00000147162	Gm19410	2098	Predicted gene, 19410.
10090.ENSMUSP00000147164	Supt5	1082	Transcription elongation factor SPT5; Component of the DRB sensitivity-inducing factor complex (DSIF complex), which regulates mRNA processing and transcription elongation by RNA polymerase II. DSIF positively regulates mRNA capping by stimulating the mRNA guanylyltransferase activity of RNGTT/CAP1A. DSIF also acts cooperatively with the negative elongation factor complex (NELF complex) to enhance transcriptional pausing at sites proximal to the promoter. Transcriptional pausing may facilitate the assembly of an elongation competent RNA polymerase II complex. DSIF and NELF promote paus [...] 
10090.ENSMUSP00000147166	Olfr136	312	Olfactory receptor.
10090.ENSMUSP00000147174	Olfr1462	307	Olfactory receptor MOR202-13.
10090.ENSMUSP00000147188	Olfr1466	310	Olfactory receptor.
10090.ENSMUSP00000147194	Olfr485	317	Olfactory receptor.
10090.ENSMUSP00000147202	Gm45194	572	Predicted gene 45194.
10090.ENSMUSP00000147216	Gm7271	172	Exocyst complex component 1-like.
10090.ENSMUSP00000147221	Nbdy	43	Negative regulator of P-body association.
10090.ENSMUSP00000147233	Gm44973	189	Predicted gene 44973.
10090.ENSMUSP00000147234	Gm13420	248	Predicted gene 13420.
10090.ENSMUSP00000147250	Ryr3	4868	Ryanodine receptor 3; Calcium channel that mediates the release of Ca(2+) from the sarcoplasmic reticulum into the cytoplasm in muscle and thereby plays a role in triggering muscle contraction. May regulate Ca(2+) release by other calcium channels. Calcium channel that mediates Ca(2+)-induced Ca(2+) release from the endoplasmic reticulum in non-muscle cells. Plays a role in cellular calcium signaling. Contributes to cellular calcium ion homeostasis. Isoform 2 lacks a predicted transmembrane segment and does not form functional calcium channels by itself; however, it can form tetramers  [...] 
10090.ENSMUSP00000147261	Eid3	375	EP300-interacting inhibitor of differentiation 3; Tissue-specific component of the SMC5-SMC6 complex, a complex involved in repair of DNA double-strand breaks by homologous recombination. The complex may promote sister chromatid homologous recombination by recruiting the SMC1-SMC3 cohesin complex to double- strand breaks. The complex is required for telomere maintenance via recombination and mediates sumoylation of shelterin complex (telosome) components (By similarity); Belongs to the NSE4 family.
10090.ENSMUSP00000147285	Chmp1b	199	Charged multivesicular body protein 1b-1; Probable peripherally associated component of the endosomal sorting required for transport complex III (ESCRT-III) which is involved in multivesicular bodies (MVBs) formation and sorting of endosomal cargo proteins into MVBs. MVBs contain intraluminal vesicles (ILVs) that are generated by invagination and scission from the limiting membrane of the endosome and mostly are delivered to lysosomes enabling degradation of membrane proteins, such as stimulated growth factor receptors, lysosomal enzymes and lipids. The MVB pathway appears to require t [...] 
10090.ENSMUSP00000147291	4930558C23Rik	59	Cortexin domain containing 2.
10090.ENSMUSP00000147298	Zbtb45	520	Zinc finger and BTB domain-containing protein 45; May be involved in transcriptional regulation (Probable). In the central nervous system, may play a role in glial cell differentiation.
10090.ENSMUSP00000147315	Olfr538	310	Olfactory receptor.
10090.ENSMUSP00000147331	Gm40460	244	Predicted gene, 39115.
10090.ENSMUSP00000147335	Zfp791	528	Zinc finger protein 791.
10090.ENSMUSP00000147354	Gm28710	962	Predicted gene 28710.
10090.ENSMUSP00000147356	Zscan4e	505	Zinc finger and SCAN domain-containing 4E.
10090.ENSMUSP00000147357	Ifitm6	104	Interferon-induced transmembrane protein 6.
10090.ENSMUSP00000147361	Tunar	48	Tcl1 upstream neural differentiation-associated RNA.
10090.ENSMUSP00000147363	Strit1	34	Sarcoplasmic/endoplasmic reticulum calcium ATPase regulator DWORF; Enhances the activity of ATP2A1/SERCA1 ATPase in sarcoplasmic reticulum by displacing ATP2A1/SERCA1 inhibitors, thereby acting as a key regulator of skeletal muscle activity. Does not directly stimulate SERCA pump activity. Enhances sarcoplasmic reticulum Ca(2+) uptake and myocyte contractility by displacing the SERCA inhibitory peptides sarcolipin (SLN), phospholamban (PLN) and myoregulin (MRLN).
